Catalog #,Class 2,Class 3,Class 4,Obj Des Details:Obj Name,Material,Common Name,Quantity,Collector,Locality,Ctry-Cont-Ocean,State-Prov-Sea,Cty-Bay-Parish,St Site No,Site Info:Site Name,Map Qd-Scl:Map-Quad,Remarks
000061352.0000,PREHISTORIC,MINERAL,CERAMIC,potsherd,ceramic,potsherd,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,pottery
000061353.0000,PREHISTORIC,ANIMAL,BONE,fragment,bone,bone,3.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061354.0000,PREHISTORIC,MINERAL,CERAMIC,potsherd,ceramic,potsherd,2.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,pottery
000061355.0000,PREHISTORIC,MINERAL,STONE,flake,chert,chert,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061356.0000,PREHISTORIC,MINERAL,CERAMIC,potsherd,ceramic,potsherd,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,pottery
000061357.0000,PREHISTORIC,MINERAL,CERAMIC,potsherd,ceramic,potsherd,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,pottery
000061358.0000,PREHISTORIC,MINERAL,CERAMIC,potsherd,ceramic,potsherd,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,pottery
000061359.0000,PREHISTORIC,MINERAL,CERAMIC,potsherd,ceramic,potsherd,4.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,pottery
000061360.0000,PREHISTORIC,MINERAL,STONE,flake,mixed lithic,flake,87.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,"84 chert, 3 jasper"
000061361.0000,PREHISTORIC,MINERAL,CERAMIC,potsherd,ceramic,potsherd,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,pottery
000061362.0000,PREHISTORIC,MINERAL,STONE,projectile point,chert,projectile point,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061363.0000,PREHISTORIC,MINERAL,STONE,flake,mixed lithic,flake,12.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,"11 chert, 1 jasper"
000061364.0000,PREHISTORIC,MINERAL,CERAMIC,potsherd,ceramic,potsherd,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,pottery
000061365.0000,PREHISTORIC,MINERAL,CERAMIC,potsherd,ceramic,potsherd,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,pottery
000061366.0000,PREHISTORIC,MINERAL,STONE,flake,mixed lithic,flake,22.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,"20 chert, 2 jasper"
000061367.0000,PREHISTORIC,MINERAL,CERAMIC,potsherd,ceramic,potsherd,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,pottery
000061368.0000,PREHISTORIC,MINERAL,STONE,rock,jasper,jasper,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,rock in feature
000061369.0000,PREHISTORIC,MINERAL,CERAMIC,potsherd,ceramic,potsherd,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,pottery
000061370.0000,PREHISTORIC,MINERAL,CERAMIC,potsherd,ceramic,potsherd,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,pottery
000061371.0000,PREHISTORIC,MINERAL,CERAMIC,potsherd,ceramic,potsherd,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,pottery
000061372.0000,PREHISTORIC,MINERAL,STONE,flake,mixed lithic,flake,8.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,"7 chert, 1 jasper"
000061373.0000,PREHISTORIC,MINERAL,STONE,flake,mixed lithic,flake,31.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,"30 chert, 1 jasper"
000061374.0000,PREHISTORIC,MINERAL,CERAMIC,potsherd,ceramic,potsherd,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,pottery
000061375.0000,PREHISTORIC,MINERAL,STONE,projectile point,chert,projectile point,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061376.0000,PREHISTORIC,MINERAL,CERAMIC,potsherd,ceramic,potsherd,3.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,"3 pottery pieces, glued back together"
000061377.0000,PREHISTORIC,MINERAL,STONE,flake,mixed lithic,flake,27.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,"25 chert, 2 jasper"
000061378.0000,PREHISTORIC,MINERAL,CERAMIC,potsherd,ceramic,potsherd,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,pottery
000061379.0000,PREHISTORIC,MINERAL,STONE,flake,chert,flake,2.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061380.0000,PREHISTORIC,MINERAL,STONE,flake,mixed lithic,flake,56.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,"55 chert, 1 jasper"
000061381.0000,PREHISTORIC,MINERAL,STONE,flake,chert,flake,80.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061382.0000,PREHISTORIC,MINERAL,STONE,flake,mixed lithic,flake,229.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,"218 chert, 11 jasper"
000061383.0000,PREHISTORIC,MINERAL,STONE,utilized flake,chert,chert,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,utilized flake
000061384.0000,PREHISTORIC,MINERAL,STONE,utilized flake,chert,chert,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,utilized flake
000061385.0000,PREHISTORIC,MINERAL,STONE,utilized flake,chert,chert,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,utilized flake
000061386.0000,PREHISTORIC,MINERAL,STONE,projectile point,chert,projectile point,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,Lake Woodland point
000061387.0000,PREHISTORIC,MINERAL,STONE,projectile point,chert,projectile point,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,triangular point
000061388.0000,PREHISTORIC,MINERAL,STONE,projectile point,chert,projectile point,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061389.0000,PREHISTORIC,MINERAL,STONE,flake,chert,flake,5.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061390.0000,PREHISTORIC,MINERAL,STONE,flake,mixed lithic,flake,21.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,"20 chert, 1 jasper"
000061391.0000,PREHISTORIC,MINERAL,CERAMIC,potsherd,ceramic,potsherd,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061392.0000,PREHISTORIC,MINERAL,STONE,flake,chert,flake,21.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061393.0000,PREHISTORIC,MINERAL,STONE,flake,chert,flake,6.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061394.0000,PREHISTORIC,MINERAL,CERAMIC,potsherd,ceramic,potsherd,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,pottery
000061395.0000,PREHISTORIC,MINERAL,STONE,flake,chert,flake,3.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061396.0000,PREHISTORIC,MINERAL,STONE,flake,chert,flake,4.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061397.0000,PREHISTORIC,MINERAL,STONE,flake,mixed lithic,flake,95.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,"91 chert, 4 jasper"
000061398.0000,PREHISTORIC,MINERAL,STONE,flake,chert,flake,11.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061399.0000,PREHISTORIC,MINERAL,STONE,projectile point,chert,projectile point,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,arrow point
000061400.0000,PREHISTORIC,MINERAL,STONE,flake,chert,chert,18.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061401.0000,PREHISTORIC,MINERAL,CERAMIC,potsherd,ceramic,potsherd,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,pottery
000061402.0000,PREHISTORIC,MINERAL,STONE,flake,chert,flake,172.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,"166 chert, 5 jasper, 1 quartz"
000061403.0000,PREHISTORIC,MINERAL,STONE,scraper,chert,chert,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061404.0000,PREHISTORIC,MINERAL,STONE,projectile point,chert,projectile point,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,Yadkin point
000061405.0000,PREHISTORIC,MINERAL,STONE,flake,chert,chert,18.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061406.0000,PREHISTORIC,MINERAL,STONE,flake,chert,chert,8.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061407.0000,PREHISTORIC,MINERAL,STONE,flake,chert,chert,32.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061408.0000,PREHISTORIC,MINERAL,STONE,flake,chert,chert,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061409.0000,PREHISTORIC,MINERAL,STONE,flake,chert,chert,2.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061410.0000,PREHISTORIC,MINERAL,STONE,miscellaneous,chert,chert,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061411.0000,PREHISTORIC,MINERAL,CERAMIC,potsherd,ceramic,potsherd,2.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,pottery
000061412.0000,PREHISTORIC,MINERAL,STONE,flake,chert,chert,19.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061413.0000,PREHISTORIC,MINERAL,STONE,flake,chert,chert,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,in burrow fill
000061414.0000,PREHISTORIC,MINERAL,STONE,flake,chert,chert,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061415.0000,PREHISTORIC,ANIMAL,BONE,fragment,bone,bone,0.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,bone still in matrix; needs cleaning
000061416.0000,PREHISTORIC,MINERAL,STONE,fragment,bone,bone,0.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,bone still in matrix; needs cleaning
000061417.0000,PREHISTORIC,MINERAL,STONE,flake,mixed lithic,flake,33.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,"30 chert, 3 jasper"
000061418.0000,PREHISTORIC,MINERAL,CERAMIC,potsherd,ceramic,potsherd,3.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061419.0000,PREHISTORIC,MINERAL,STONE,flake,chert,chert,5.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061420.0000,PREHISTORIC,MINERAL,STONE,rock,chert,chert,13.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061421.0000,PREHISTORIC,MINERAL,STONE,projectile point,chert,projectile point,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061422.0000,PREHISTORIC,MINERAL,STONE,flake,mixed lithic,flake,24.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,"20 chert, 4 jasper"
000061423.0000,PREHISTORIC,MINERAL,STONE,rock,jasper,jasper,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061424.0000,PREHISTORIC,MINERAL,STONE,projectile point,chert,projectile point,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061425.0000,PREHISTORIC,MINERAL,STONE,biface,lithic,biface,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061426.0000,PREHISTORIC,MINERAL,STONE,flake,mixed lithic,flake,26.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,"24 chert, 2 jasper"
000061427.0000,PREHISTORIC,MINERAL,STONE,flake,chert,chert,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,"chert flake - large, worked"
000061428.0000,PREHISTORIC,MINERAL,STONE,flake,chert,chert,4.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061429.0000,PREHISTORIC,MINERAL,STONE,flake,chert,chert,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061430.0000,PREHISTORIC,MINERAL,CERAMIC,potsherd,ceramic,potsherd,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061431.0000,PREHISTORIC,MINERAL,STONE,flake,chert,chert,3.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061432.0000,PREHISTORIC,MINERAL,STONE,flake,quartz,quartz,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,white quartz flake
000061433.0000,PREHISTORIC,MINERAL,STONE,flake,chert,chert,2.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061434.0000,PREHISTORIC,MINERAL,STONE,flake,chert,chert,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,in yellow dirt
000061435.0000,PREHISTORIC,MINERAL,CERAMIC,potsherd,ceramic,potsherd,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061436.0000,PREHISTORIC,MINERAL,STONE,flake,chert,chert,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061437.0000,PREHISTORIC,MINERAL,STONE,flake,chert,chert,3.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,in organic burrow
000061438.0000,PREHISTORIC,MINERAL,STONE,flake,chert,chert,2.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,in organic material
000061439.0000,PREHISTORIC,MINERAL,STONE,flake,chert,chert,9.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,excavated as block[CR]unit from rodent burrow
000061440.0000,PREHISTORIC,MINERAL,CERAMIC,potsherd,ceramic,potsherd,2.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,excavated as block[CR]unit from rodent burrow
000061441.0000,PREHISTORIC,MINERAL,STONE,flake,mixed lithic,flake,82.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,"79 chert, 3 jasper"
000061442.0000,PREHISTORIC,MINERAL,STONE,flake,mixed lithic,flake,9.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,"7 chert, 2 quartz"
000061443.0000,PREHISTORIC,MINERAL,CERAMIC,potsherd,ceramic,potsherd,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061444.0000,PREHISTORIC,MINERAL,STONE,projectile point,chert,projectile point,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061445.0000,PREHISTORIC,MINERAL,STONE,core,chert,chert,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061446.0000,PREHISTORIC,MINERAL,STONE,flake,chert,chert,5.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061447.0000,PREHISTORIC,MINERAL,STONE,flake,chert,chert,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061448.0000,PREHISTORIC,MINERAL,STONE,flake,chert,chert,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061449.0000,PREHISTORIC,MINERAL,STONE,flake,chert,chert,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061450.0000,PREHISTORIC,MINERAL,STONE,flake,chert,chert,4.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061451.0000,PREHISTORIC,MINERAL,STONE,flake,chert,chert,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061452.0000,PREHISTORIC,MINERAL,STONE,flake,chert,chert,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061453.0000,PREHISTORIC,MINERAL,STONE,rock,lithic,rock,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061454.0000,PREHISTORIC,ANIMAL,BONE,fragment,bone,bone,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061455.0000,PREHISTORIC,MINERAL,STONE,flake,mixed lithic,flake,25.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,"22 chert, 3 jasper"
000061456.0000,PREHISTORIC,MINERAL,STONE,flake,chert,chert,30.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061457.0000,PREHISTORIC,MINERAL,STONE,mixed items,mixed lithic,mixed items,16.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,"15 chert flakes, 1 miscellaneous item"
000061458.0000,PREHISTORIC,MINERAL,STONE,flake,chert,chert,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061459.0000,PREHISTORIC,MINERAL,STONE,flake,mixed lithic,flake,10.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,"9 chert, 1 miscellaneous"
000061459.0001,PREHISTORIC,VEGETAL,WOOD,Charcoal,charcoal,charcoal,8.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061459.0002,PREHISTORIC,MINERAL,CERAMIC,potsherd,ceramic,potsherd,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061460.0000,PREHISTORIC,MINERAL,STONE,flake,chert,chert,12.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061460.0001,PREHISTORIC,MINERAL,STONE,projectile point,chert,projectile point,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061460.0002,PREHISTORIC,MINERAL,CERAMIC,potsherd,ceramic,potsherd,3.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061461.0000,PREHISTORIC,MINERAL,STONE,utilized flake,chert,chert,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,utilized flake
000061462.0000,PREHISTORIC,MINERAL,STONE,flake,chert,chert,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061463.0000,PREHISTORIC,MINERAL,STONE,flake,chert,chert,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061464.0000,PREHISTORIC,MINERAL,STONE,flake,chert,chert,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,"outside burrow fill, not in burrow"
000061465.0000,PREHISTORIC,MINERAL,STONE,flake,chert,chert,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,"not in burrow fill, in natural deposit-lake"
000061466.0000,PREHISTORIC,MINERAL,STONE,flake,chert,chert,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,this was found in loose sediment that could have been rodent burrow fill
000061467.0000,PREHISTORIC,MINERAL,STONE,flake,chert,chert,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061468.0000,PREHISTORIC,MINERAL,STONE,chunk,jasper,jasper,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061469.0000,PREHISTORIC,MINERAL,STONE,flake,chert,chert,2.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,from approx. 10-20 cm below surface 6ft from backhoe from E103N44/E103N43 area - in brownish orange clay; flakes approx. 20 cm apart horiz. but aprrox. same vertical level
000061470.0000,PREHISTORIC,MINERAL,STONE,projectile point,chert,projectile point,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061471.0000,PREHISTORIC,MINERAL,STONE,flake,chert,chert,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061472.0000,PREHISTORIC,MINERAL,STONE,projectile point,chert,projectile point,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061473.0000,PREHISTORIC,MINERAL,STONE,flake,chert,chert,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061474.0000,PREHISTORIC,MINERAL,STONE,projectile point,chert,projectile point,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,broken triangular point
000061475.0000,PREHISTORIC,MINERAL,STONE,biface,chert,biface,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,broken biface
000061476.0000,PREHISTORIC,MINERAL,CERAMIC,potsherd,ceramic,potsherd,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061477.0000,PREHISTORIC,MINERAL,STONE,flake,chert,chert,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061478.0000,PREHISTORIC,MINERAL,STONE,flake,mixed lithic,flake,70.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,"65 chert, 5 jasper"
000061479.0000,PREHISTORIC,MINERAL,STONE,block/shatter,chert,chert,6.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,6 block & shatter
000061480.0000,PREHISTORIC,MINERAL,CERAMIC,potsherd,ceramic,potsherd,9.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061481.0000,PREHISTORIC,MINERAL,STONE,projectile point,chert,projectile point,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061482.0000,PREHISTORIC,MINERAL,STONE,flake,chert,chert,9.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061483.0000,PREHISTORIC,MINERAL,STONE,flake,mixed lithic,flake,27.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,"25 chert, 2 jasper"
000061484.0000,PREHISTORIC,MINERAL,STONE,flake,mixed lithic,flake,21.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,"19 chert, 2 jasper"
000061485.0000,PREHISTORIC,MINERAL,STONE,chunk,quartz,quartz,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,originally labeled as block/shatter
000061486.0000,PREHISTORIC,MINERAL,CERAMIC,potsherd,ceramic,potsherd,2.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061487.0000,PREHISTORIC,MINERAL,STONE,flake,mixed lithic,flake,10.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,"9 chert, 1 quartz"
000061487.0001,PREHISTORIC,MINERAL,CERAMIC,potsherd,ceramic,potsherd,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061488.0000,PREHISTORIC,MINERAL,CERAMIC,potsherd,ceramic,potsherd,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061488.0001,PREHISTORIC,MINERAL,STONE,flake,chert,chert,6.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061489.0000,PREHISTORIC,MINERAL,STONE,flake,chert,chert,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,"wall cleaning; level 4 and below, plus some wall collapse"
000061490.0000,PREHISTORIC,MINERAL,STONE,flake,chert,chert,3.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061490.0001,PREHISTORIC,MINERAL,CERAMIC,potsherd,ceramic,potsherd,2.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061491.0000,PREHISTORIC,MINERAL,STONE,flake,chert,chert,3.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061492.0000,PREHISTORIC,MINERAL,STONE,flake,chert,chert,3.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061492.0001,PREHISTORIC,MINERAL,CERAMIC,potsherd,ceramic,potsherd,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061493.0000,PREHISTORIC,MINERAL,CERAMIC,potsherd,ceramic,potsherd,4.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061493.0001,PREHISTORIC,MINERAL,STONE,flake,chert,chert,5.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061494.0000,PREHISTORIC,MINERAL,STONE,flake,chert,chert,3.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061495.0000,PREHISTORIC,MINERAL,STONE,flake,chert,chert,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,
000061496.0000,PREHISTORIC,UNIDENTIFIED MATERIAL,UNIDENTIFIED,undetermined,undetermined,undetermined,0.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,large bag of unidentified material; needs washing before id can be made
000061496.0001,PREHISTORIC,MINERAL,CERAMIC,potsherd,ceramic,potsherd,12.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,previously part of 61496.0000
000061496.0002,PREHISTORIC,MINERAL,STONE,chunk,jasper,jasper,3.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,previously part of 61496.0000
000061496.0003,PREHISTORIC,MINERAL,STONE,firecracked rock,lithic,firecracked rock,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,previously part of 61496.0000
000061496.0004,PREHISTORIC,MINERAL,STONE,chunk,sandstone,sandstone,3.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,previously part of 61496.0000
000061496.0005,PREHISTORIC,MINERAL,STONE,projectile point,chert,projectile point,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,"previously part of 61496.0000[CR]projectile point, gray chert, broken in half"
000061496.0006,PREHISTORIC,MINERAL,STONE,scraper,chert,chert,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,"previously part of 61496.0000[CR]uniface scraper, gray chert"
000061496.0007,PREHISTORIC,MINERAL,STONE,chunk,quartz,quartz,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,previously part of 61496.0000[CR]red quartz
000061496.0008,PREHISTORIC,MINERAL,STONE,chunk,quartz,quartz,5.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,previously part of 61496.0000[CR]white quartz
000061496.0009,PREHISTORIC,MINERAL,STONE,chunk,chert,chert,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,previously part of 61496.0000[CR]black chert
000061496.0010,PREHISTORIC,MINERAL,STONE,flake,jasper,jasper,5.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,previously part of 61496.0000[CR]red jasper
000061496.0011,PREHISTORIC,MINERAL,STONE,flake,chert,chert,158.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,previously part of 61496.0000
000061496.0012,PREHISTORIC,MINERAL,STONE,utilized flake,chert,chert,1.00,,44Sm51,United States,Virginia,Smyth,44Sm51,,,"previously part of 61496.0000[CR]black chert flake, utilized"
